"lang"
{
	"Language"		"SChinese"
		//>>>>	MJZ 代达罗斯之殇 LVL 2
		"DOTA_Tooltip_Ability_item_mjz_daedalus_2"	                        "代达罗斯之殇 LVL 2"
		"DOTA_Tooltip_ability_item_mjz_daedalus_2_Description"				"<h1>被动：致命一击</h1>普通攻击有 %crit_chance%%% 的概率造成 %crit_multiplier%%% 伤害。"
		"DOTA_Tooltip_ability_item_mjz_daedalus_2_bonus_damage"				"+$damage"
		"DOTA_Tooltip_ability_item_mjz_daedalus_2_Lore"						"这件武器有着惊人的力量，即使是最强的战士也难以掌控它。"
		//<<<<
		//>>>>	MJZ 代达罗斯之殇 LVL 3
		"DOTA_Tooltip_Ability_item_mjz_daedalus_3"	                        "代达罗斯之殇 LVL 3"
		"DOTA_Tooltip_ability_item_mjz_daedalus_3_Description"				"<h1>被动：致命一击</h1>普通攻击有 %crit_chance%%% 的概率造成 %crit_multiplier%%% 伤害。"
		"DOTA_Tooltip_ability_item_mjz_daedalus_3_bonus_damage"				"+$damage"
		"DOTA_Tooltip_ability_item_mjz_daedalus_3_Lore"						"这件武器有着惊人的力量，即使是最强的战士也难以掌控它。"
		//<<<<
		//>>>>	MJZ 代达罗斯之殇 LVL 4
		"DOTA_Tooltip_Ability_item_mjz_daedalus_4"	                        "代达罗斯之殇 LVL 4"
		"DOTA_Tooltip_ability_item_mjz_daedalus_4_Description"				"<h1>被动：致命一击</h1>普通攻击有 %crit_chance%%% 的概率造成 %crit_multiplier%%% 伤害。"
		"DOTA_Tooltip_ability_item_mjz_daedalus_4_bonus_damage"				"+$damage"
		"DOTA_Tooltip_ability_item_mjz_daedalus_4_Lore"						"这件武器有着惊人的力量，即使是最强的战士也难以掌控它。"
		//<<<<
		//>>>>	MJZ 代达罗斯之殇 LVL 5
		"DOTA_Tooltip_Ability_item_mjz_daedalus_5"	                        "代达罗斯之殇 LVL 5"
		"DOTA_Tooltip_ability_item_mjz_daedalus_5_Description"				"<h1>被动：致命一击</h1>普通攻击有 %crit_chance%%% 的概率造成 %crit_multiplier%%% 伤害。"
		"DOTA_Tooltip_ability_item_mjz_daedalus_5_bonus_damage"				"+$damage"
		"DOTA_Tooltip_ability_item_mjz_daedalus_5_Lore"						"这件武器有着惊人的力量，即使是最强的战士也难以掌控它。"
		//<<<<
		//>>>>	MJZ 黯灭 LVL 2
		"DOTA_Tooltip_Ability_item_mjz_desolator_2"	                        "黯灭 LVL 2"
		"DOTA_Tooltip_ability_item_mjz_desolator_2_Description"				"<h1>被动：腐蚀</h1>物理攻击将降低目标%tooltip_corruption_armor%点护甲，持续%corruption_duration%秒。"
		"DOTA_Tooltip_ability_item_mjz_desolator_2_bonus_damage"			"+$damage"
		"DOTA_Tooltip_ability_item_mjz_desolator_2_Lore"					"这件邪恶并且嗜血的武器，通常用于拷打政治犯。"
		//<<<<
		//>>>>	MJZ 黯灭 LVL 3
		"DOTA_Tooltip_Ability_item_mjz_desolator_3"	                        "黯灭 LVL 3"
		"DOTA_Tooltip_ability_item_mjz_desolator_3_Description"				"<h1>被动：腐蚀</h1>物理攻击将降低目标%tooltip_corruption_armor%点护甲，持续%corruption_duration%秒。"
		"DOTA_Tooltip_ability_item_mjz_desolator_3_bonus_damage"			"+$damage"
		"DOTA_Tooltip_ability_item_mjz_desolator_3_Lore"					"这件邪恶并且嗜血的武器，通常用于拷打政治犯。"
		//<<<<
		//>>>>	MJZ 黯灭 LVL 4
		"DOTA_Tooltip_Ability_item_mjz_desolator_4"	                        "黯灭 LVL 4"
		"DOTA_Tooltip_ability_item_mjz_desolator_4_Description"				"<h1>被动：腐蚀</h1>物理攻击将降低目标%tooltip_corruption_armor%点护甲，持续%corruption_duration%秒。"
		"DOTA_Tooltip_ability_item_mjz_desolator_4_bonus_damage"			"+$damage"
		"DOTA_Tooltip_ability_item_mjz_desolator_4_Lore"					"这件邪恶并且嗜血的武器，通常用于拷打政治犯。"
		//<<<<
		//>>>>	MJZ 黯灭 LVL 5
		"DOTA_Tooltip_Ability_item_mjz_desolator_5"	                        "黯灭 LVL 5"
		"DOTA_Tooltip_ability_item_mjz_desolator_5_Description"				"<h1>被动：腐蚀</h1>物理攻击将降低目标%tooltip_corruption_armor%点护甲，持续%corruption_duration%秒。"
		"DOTA_Tooltip_ability_item_mjz_desolator_5_bonus_damage"			"+$damage"
		"DOTA_Tooltip_ability_item_mjz_desolator_5_Lore"					"这件邪恶并且嗜血的武器，通常用于拷打政治犯。"
		//<<<<
		//>>>>	MJZ 可食用的魔龙枪
		"DOTA_Tooltip_Ability_item_mjz_dragon_lance"	                        "可食用的魔龙枪"
		"DOTA_Tooltip_ability_item_mjz_dragon_lance_Description"				"<h1>主动：食用</h1><font color='#00FF40'>永久增加远程英雄的攻击距离。</font> 

<h1>被动：魔龙之能</h1>指远程英雄的攻击距离增加%base_attack_range%。"
		"DOTA_Tooltip_ability_item_mjz_dragon_lance_bonus_agility"				"+$agi"
		"DOTA_Tooltip_ability_item_mjz_dragon_lance_bonus_strength"				"+$str"
		"DOTA_Tooltip_ability_item_mjz_dragon_lance_Lore"						"向前冲锋的飞龙群毫不留情。"
		"DOTA_Tooltip_modifier_item_mjz_dragon_lance_stats"						"可食用的魔龙枪"
		"DOTA_Tooltip_modifier_item_mjz_dragon_lance_stats_Description"			"永久增加远程英雄的攻击距离。"
		//<<<<
		

		//>>>>>	Echo Sabre	
		"DOTA_Tooltip_Ability_item_echo_sabre_2"								"回音战刃 LVL 2"
		"DOTA_Tooltip_Ability_item_echo_sabre_2_Description"			        "<h1>被动： 回音一击 LVL 2</h1> 近战攻击可以快速攻击两次。 两次攻击都将减缓 %movement_slow%%% 移动速度， 每次持续 %slow_duration% 秒。"
		"DOTA_Tooltip_Ability_item_echo_sabre_2_Lore"			                "一把看起来特别快速的战刃，其中注入了共鸣魔力。"
		"DOTA_Tooltip_Ability_item_echo_sabre_2_bonus_intellect"               	"+$int"
		"DOTA_Tooltip_Ability_item_echo_sabre_2_bonus_strength"               	"+$str"
		"DOTA_Tooltip_Ability_item_echo_sabre_2_bonus_attack_speed"            	"+$attack"
		"DOTA_Tooltip_Ability_item_echo_sabre_2_bonus_damage"                 	"+$damage"
		"DOTA_Tooltip_Ability_item_echo_sabre_2_bonus_mana_regen"              	"+$mana_regen"

		"DOTA_Tooltip_Ability_item_echo_sabre_3"								"回音战刃 LVL 3"
		"DOTA_Tooltip_Ability_item_echo_sabre_3_Description"			        "<h1>被动： 回音一击 LVL 3</h1> 近战攻击可以快速攻击两次。 两次攻击都将减缓 %movement_slow%%% 移动速度， 每次持续 %slow_duration% 秒。"
		"DOTA_Tooltip_Ability_item_echo_sabre_3_Lore"			                "一把看起来特别快速的战刃，其中注入了共鸣魔力。"
		"DOTA_Tooltip_Ability_item_echo_sabre_3_bonus_intellect"               	"+$int"
		"DOTA_Tooltip_Ability_item_echo_sabre_3_bonus_strength"                	"+$str"
		"DOTA_Tooltip_Ability_item_echo_sabre_3_bonus_attack_speed"            	"+$attack"
		"DOTA_Tooltip_Ability_item_echo_sabre_3_bonus_damage"                  	"+$damage"
		"DOTA_Tooltip_Ability_item_echo_sabre_3_bonus_mana_regen"              	"+$mana_regen"

		"DOTA_Tooltip_Ability_item_echo_sabre_4"								"回音战刃 LVL 4"
		"DOTA_Tooltip_Ability_item_echo_sabre_4_Description"			        "<h1>被动： 回音一击 LVL 4</h1> 近战攻击可以快速攻击两次。 两次攻击都将减缓 %movement_slow%%% 移动速度， 每次持续 %slow_duration% 秒。"
		"DOTA_Tooltip_Ability_item_echo_sabre_4_Lore"			                "一把看起来特别快速的战刃，其中注入了共鸣魔力。"
		"DOTA_Tooltip_Ability_item_echo_sabre_4_bonus_intellect"               	"+$int"
		"DOTA_Tooltip_Ability_item_echo_sabre_4_bonus_strength"                	"+$str"
		"DOTA_Tooltip_Ability_item_echo_sabre_4_bonus_attack_speed"            	"+$attack"
		"DOTA_Tooltip_Ability_item_echo_sabre_4_bonus_damage"                  	"+$damage"
		"DOTA_Tooltip_Ability_item_echo_sabre_4_bonus_mana_regen"              	"+$mana_regen"

		"DOTA_Tooltip_Ability_item_echo_sabre_5"								"回音战刃 LVL 5"
		"DOTA_Tooltip_Ability_item_echo_sabre_5_Description"			        "<h1>被动： 回音一击 LVL 5</h1> 近战攻击可以快速攻击两次。 两次攻击都将减缓 %movement_slow%%% 移动速度， 每次持续 %slow_duration% 秒。"
		"DOTA_Tooltip_Ability_item_echo_sabre_5_Lore"			                "一把看起来特别快速的战刃，其中注入了共鸣魔力。"
		"DOTA_Tooltip_Ability_item_echo_sabre_5_bonus_intellect"               	"+$int"
		"DOTA_Tooltip_Ability_item_echo_sabre_5_bonus_strength"                	"+$str"
		"DOTA_Tooltip_Ability_item_echo_sabre_5_bonus_attack_speed"            	"+$attack"
		"DOTA_Tooltip_Ability_item_echo_sabre_5_bonus_damage"                  	"+$damage"
		"DOTA_Tooltip_Ability_item_echo_sabre_5_bonus_mana_regen"              	"+$mana_regen"
		// Echo Sabre	<<<<<		

		//>>>>	虚灵之刃 Lvl 2
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_2"							"虚灵之刃 Lvl 2"
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_2_Description"				"<h1>主动：虚化冲击</h1>发射一道能量波，将目标转变为虚无状态，接下来受到的魔法伤害将会提升%tooltip_ethereal_damage_bonus%%%，并且无法攻击或被攻击。友方单位受到作用时持续%duration%秒，敌方单位则持续%duration_ally%秒。 如果目标是敌人还将被减速%tooltip_blast_movement_slow%%%，并额外受到%blast_multiplier%x[你的主属性]+%blast_damage_base%点魔法伤害。 施法范围：%tooltip_range%"		
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_2_Lore"						"一把忽隐忽现的阴森刀刃，可以在物理和魔法两个位面造成伤害。"
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_2_bonus_agility"				"+$agi"
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_2_bonus_intellect"			"+$int"
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_2_bonus_strength"				"+$str"
		"DOTA_Tooltip_modifier_mjz_ethereal_blade_2_debuff_enemy"					"虚灵之刃"
		"DOTA_Tooltip_modifier_mjz_ethereal_blade_2_debuff_enemy_Description"		"受到的魔法伤害将会提升，并且无法攻击或被攻击。减速%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
		"DOTA_Tooltip_modifier_mjz_ethereal_blade_2_buff_ally"						"虚灵之刃"
		"DOTA_Tooltip_modifier_mjz_ethereal_blade_2_buff_ally_Description"			"受到的魔法伤害将会提升，并且无法攻击或被攻击。"
		//<<<<
		//>>>>	蓝色虚灵之刃
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_blue"							"蓝色虚灵之刃"
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_blue_Description"				"<h1>主动：虚化冲击</h1>发射一道能量波，将目标转变为虚无状态，接下来受到的魔法伤害将会提升%tooltip_ethereal_damage_bonus%%%，并且无法攻击或被攻击。友方单位受到作用时持续%duration%秒，敌方单位则持续%duration_ally%秒。 如果目标是敌人还将被减速%tooltip_blast_movement_slow%%%，并额外受到%blast_multiplier%x[你的主属性]+%blast_damage_base%点魔法伤害。 施法范围：%tooltip_range%"		
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_blue_Lore"					"一把忽隐忽现的阴森刀刃，可以在物理和魔法两个位面造成伤害。"
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_blue_bonus_agility"			"+$agi"
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_blue_bonus_intellect"			"+$int"
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_blue_bonus_strength"			"+$str"
		"DOTA_Tooltip_modifier_mjz_ethereal_blade_blue_1_debuff_enemy"					"虚灵之刃"
		"DOTA_Tooltip_modifier_mjz_ethereal_blade_blue_1_debuff_enemy_Description"		"受到的魔法伤害将会提升，并且无法攻击或被攻击。减速%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
		"DOTA_Tooltip_modifier_mjz_ethereal_blade_blue_1_buff_ally"						"虚灵之刃"
		"DOTA_Tooltip_modifier_mjz_ethereal_blade_blue_1_buff_ally_Description"			"受到的魔法伤害将会提升，并且无法攻击或被攻击。"
		//<<<<
		//>>>>	蓝色虚灵之刃 LVL 2
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_blue_2"						"蓝色虚灵之刃 LVL 2"
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_blue_2_Description"			"<h1>主动：虚化冲击</h1>发射一道能量波，将目标转变为虚无状态，接下来受到的魔法伤害将会提升%tooltip_ethereal_damage_bonus%%%，并且无法攻击或被攻击。友方单位受到作用时持续%duration%秒，敌方单位则持续%duration_ally%秒。 如果目标是敌人还将被减速%tooltip_blast_movement_slow%%%，并额外受到%blast_multiplier%x[你的主属性]+%blast_damage_base%点魔法伤害。 施法范围：%tooltip_range%"		
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_blue_2_Lore"					"一把忽隐忽现的阴森刀刃，可以在物理和魔法两个位面造成伤害。"
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_blue_2_bonus_agility"			"+$agi"
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_blue_2_bonus_intellect"		"+$int"
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_blue_2_bonus_strength"		"+$str"
		"DOTA_Tooltip_modifier_mjz_ethereal_blade_blue_2_debuff_enemy"					"虚灵之刃"
		"DOTA_Tooltip_modifier_mjz_ethereal_blade_blue_2_debuff_enemy_Description"		"受到的魔法伤害将会提升，并且无法攻击或被攻击。减速%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
		"DOTA_Tooltip_modifier_mjz_ethereal_blade_blue_2_buff_ally"						"虚灵之刃"
		"DOTA_Tooltip_modifier_mjz_ethereal_blade_blue_2_buff_ally_Description"			"受到的魔法伤害将会提升，并且无法攻击或被攻击。"
		//<<<<
		//>>>>	红色虚灵之刃
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_red"							"红色虚灵之刃"
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_red_Description"				"<h1>主动：虚化冲击</h1>发射一道能量波，将目标转变为虚无状态，接下来受到的魔法伤害将会提升%tooltip_ethereal_damage_bonus%%%，并且无法攻击或被攻击。友方单位受到作用时持续%duration%秒，敌方单位则持续%duration_ally%秒。 如果目标是敌人还将被减速%tooltip_blast_movement_slow%%%，并额外受到%blast_multiplier%x[你的主属性]+%blast_damage_base%点魔法伤害。 施法范围：%tooltip_range%"		
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_red_Lore"						"一把忽隐忽现的阴森刀刃，可以在物理和魔法两个位面造成伤害。"
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_red_bonus_agility"			"+$agi"
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_red_bonus_intellect"			"+$int"
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_red_bonus_strength"			"+$str"
		"DOTA_Tooltip_modifier_mjz_ethereal_blade_red_1_debuff_enemy"					"虚灵之刃"
		"DOTA_Tooltip_modifier_mjz_ethereal_blade_red_1_debuff_enemy_Description"		"受到的魔法伤害将会提升，并且无法攻击或被攻击。减速%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
		"DOTA_Tooltip_modifier_mjz_ethereal_blade_red_1_buff_ally"						"虚灵之刃"
		"DOTA_Tooltip_modifier_mjz_ethereal_blade_red_1_buff_ally_Description"			"受到的魔法伤害将会提升，并且无法攻击或被攻击。"
		//<<<<
		//>>>>	红色虚灵之刃 LVL 2
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_red_2"						"红色虚灵之刃 LVL 2"
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_red_2_Description"			"<h1>主动：虚化冲击</h1>发射一道能量波，将目标转变为虚无状态，接下来受到的魔法伤害将会提升%tooltip_ethereal_damage_bonus%%%，并且无法攻击或被攻击。友方单位受到作用时持续%duration%秒，敌方单位则持续%duration_ally%秒。 如果目标是敌人还将被减速%tooltip_blast_movement_slow%%%，并额外受到%blast_multiplier%x[你的主属性]+%blast_damage_base%点魔法伤害。 施法范围：%tooltip_range%"		
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_red_2_Lore"					"一把忽隐忽现的阴森刀刃，可以在物理和魔法两个位面造成伤害。"
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_red_2_bonus_agility"			"+$agi"
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_red_2_bonus_intellect"		"+$int"
		"DOTA_Tooltip_Ability_item_mjz_ethereal_blade_red_2_bonus_strength"			"+$str"
		"DOTA_Tooltip_modifier_mjz_ethereal_blade_red_2_debuff_enemy"					"虚灵之刃"
		"DOTA_Tooltip_modifier_mjz_ethereal_blade_red_2_debuff_enemy_Description"		"受到的魔法伤害将会提升，并且无法攻击或被攻击。减速%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
		"DOTA_Tooltip_modifier_mjz_ethereal_blade_red_2_buff_ally"						"虚灵之刃"
		"DOTA_Tooltip_modifier_mjz_ethereal_blade_red_2_buff_ally_Description"			"受到的魔法伤害将会提升，并且无法攻击或被攻击。"
		//<<<<
		//>>>>	霜之哀伤
		"DOTA_Tooltip_Ability_item_mjz_frostmourne"									"霜之哀伤"
		"DOTA_Tooltip_Ability_item_mjz_frostmourne_Description"						"<h1>主动：寒冰风暴</h1> 冻结敌方单位，禁止移动和攻击，并持续造成每秒%frostbite_damage_per_second%伤害。英雄持续%frostbite_duration_hero%秒，普通单位持续%frostbite_duration_creep%秒。 
<h1>被动：霜冻攻击</h1>攻击附带使敌人移动速度减缓%debuff_move_speed_pct%%%和攻击速度降低%debuff_attack_speed%的霜冻效果。持续%debuff_duration%秒。 
<h1>被动：吸血</h1>攻击者每次攻击都将根据造成的伤害回复%attack_lifesteal%%%的生命值。 
<h1>被动：永恒</h1><font color='red'>死亡后掉落，而且无法被摧毁。</font>"
		"DOTA_Tooltip_Ability_item_mjz_frostmourne_Lore"							"Hail to the king, baby!"
		"DOTA_Tooltip_Ability_item_mjz_frostmourne_bonus_agility"					"+$agi"
		"DOTA_Tooltip_Ability_item_mjz_frostmourne_bonus_intellect"					"+$int"
		"DOTA_Tooltip_Ability_item_mjz_frostmourne_bonus_strength"					"+$str"
		"DOTA_Tooltip_Ability_item_mjz_frostmourne_bonus_mana"						"+$mana"
		"DOTA_Tooltip_Ability_item_mjz_frostmourne_bonus_health"					"+$health"
		"DOTA_Tooltip_Ability_item_mjz_frostmourne_bonus_damage"					"+$damage"
		"DOTA_Tooltip_Ability_item_mjz_frostmourne_bonus_attack_speed"				"+$attack"
		"DOTA_Tooltip_modifier_mjz_frostmourne"										"霜之哀伤"
		"DOTA_Tooltip_modifier_mjz_frostmourne_Description"							"Hail to the king, baby!"
		"DOTA_Tooltip_modifier_mjz_frostmourne_hungers_debuff"						"霜之哀伤"
		"DOTA_Tooltip_modifier_mjz_frostmourne_hungers_debuff_Description"			"攻击附带使敌人移动速度减缓%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%和攻击速度降低%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%的霜冻效果。"
		"DOTA_Tooltip_modifier_mjz_frostmourne_frostbite"							"寒冰风暴"
		"DOTA_Tooltip_modifier_mjz_frostmourne_frostbite_Description"				"冻结敌方单位，禁止移动和攻击，并持续造成伤害。"
		//<<<<	
		"DOTA_Tooltip_Ability_item_mjz_guardian_greaves_holy_light"								"圣光卫士胫甲"
		"DOTA_Tooltip_Ability_item_mjz_guardian_greaves_holy_light_Description"					"<h1>主动：圣光</h1>使周围友军回复 %replenish_health_pct%%% 生命和 %replenish_mana_pct%%% 魔法，并移除施法者身上大部分的负面效果。范围：%replenish_radius%。驱散类型：弱驱散

<h1>被动：卫士光环</h1>为周围友军提供 %aura_health_regen% 点/秒额外生命恢复和 %aura_armor% 点额外护甲。范围：%aura_radius%"		
		"DOTA_Tooltip_Ability_item_mjz_guardian_greaves_holy_light_Lore"						"为了向全能之神致敬所打造的众多圣器之一。"
		"DOTA_Tooltip_Ability_item_mjz_guardian_greaves_holy_light_bonus_movement"				"%+移动速度"
		"DOTA_Tooltip_Ability_item_mjz_guardian_greaves_holy_light_bonus_mana"					"+$mana"
		"DOTA_Tooltip_Ability_item_mjz_guardian_greaves_holy_light_bonus_all_stats"				"+$all"
		"DOTA_Tooltip_Ability_item_mjz_guardian_greaves_holy_light_bonus_armor"					"+$armor"
		"DOTA_Tooltip_modifier_item_mjz_guardian_greaves_holy_light_aura"						"卫士光环"
